"","p.val","adj.p.val","test.statistic","fold.change","num.genes","num.genes.dn","num.genes.up","percentage.dn","percentage.up"
"KEGG_OXIDATIVE_PHOSPHORYLATION",0,0,0.73542932407403,0.0243079020230194,113,36,77,0.31858407079646,0.68141592920354
"KEGG_RIBOSOME",0,0,1.92013075386721,0.0492586068603716,85,9,76,0.105882352941176,0.894117647058824
"KEGG_PARKINSONS_DISEASE",0,0,0.821289821591356,0.0313045537522128,112,30,82,0.267857142857143,0.732142857142857
"KEGG_HUNTINGTONS_DISEASE",0,0,0.503579132832328,0.0215994264566394,159,55,104,0.345911949685535,0.654088050314465
"KEGG_PROTEASOME",2e-05,0.000704,0.812094998094113,0.0317684312529012,40,7,33,0.175,0.825
"KEGG_ALZHEIMERS_DISEASE",6e-05,0.00176,0.38935888899837,0.0178400775579148,144,51,93,0.354166666666667,0.645833333333333
"KEGG_CARDIAC_MUSCLE_CONTRACTION",0.00014,0.00352,0.591242769058035,0.0212341098540789,53,16,37,0.30188679245283,0.69811320754717
"KEGG_TGF_BETA_SIGNALING_PATHWAY",0.0012,0.0264,-0.435445387449738,-0.0363848543315374,75,51,24,0.68,0.32
"KEGG_BASE_EXCISION_REPAIR",0.00138,0.0269866666666667,0.661227071457756,0.0465236271294109,33,11,22,0.333333333333333,0.666666666666667
"KEGG_PYRIMIDINE_METABOLISM",0.002,0.0352,0.377837557441871,0.0274180687376322,89,29,60,0.325842696629214,0.674157303370786
"KEGG_PURINE_METABOLISM",0.00258,0.0381333333333333,0.299521050704164,0.00737589724611307,137,52,85,0.37956204379562,0.62043795620438
"KEGG_MISMATCH_REPAIR",0.0026,0.0381333333333333,0.754182395503184,0.0400776346552763,22,7,15,0.318181818181818,0.681818181818182
"KEGG_ONE_CARBON_POOL_BY_FOLATE",0.00288,0.0389907692307692,0.948621332032045,0.0402293390529232,14,2,12,0.142857142857143,0.857142857142857
"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",0.00324,0.0407314285714286,0.544527292595121,0.0180865373522011,40,9,31,0.225,0.775
"KEGG_DNA_REPLICATION",0.00592,0.0694613333333333,0.549053291465455,0.0255905152620481,34,12,22,0.352941176470588,0.647058823529412
"KEGG_NUCLEOTIDE_EXCISION_REPAIR",0.0083,0.0859294117647059,0.479391819086648,0.0282136166744559,42,14,28,0.333333333333333,0.666666666666667
"KEGG_MAPK_SIGNALING_PATHWAY",0.00828,0.0859294117647059,-0.216316948216021,-0.0202888441770674,206,111,95,0.538834951456311,0.461165048543689
"KEGG_SMALL_CELL_LUNG_CANCER",0.01114,0.108924444444444,-0.327430605899331,-0.0129661834938997,80,44,36,0.55,0.45
"KEGG_RNA_POLYMERASE",0.01862,0.17248,0.512965496772452,0.0348316140495309,28,10,18,0.357142857142857,0.642857142857143
"KEGG_GLYCEROLIPID_METABOLISM",0.02688,0.22528,0.400127206777217,0.0307210805793019,40,13,27,0.325,0.675
"KEGG_JAK_STAT_SIGNALING_PATHWAY",0.02614,0.22528,-0.279481582860655,-0.0205140091789952,84,46,38,0.547619047619048,0.452380952380952
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",0.03236,0.247624347826087,0.683952960004644,0.0315348042253647,13,5,8,0.384615384615385,0.615384615384615
"KEGG_HOMOLOGOUS_RECOMBINATION",0.03114,0.247624347826087,0.489452486861243,0.0284032448742684,26,8,18,0.307692307692308,0.692307692307692
"KEGG_P53_SIGNALING_PATHWAY",0.03416,0.250506666666667,-0.301907913716457,-0.0232419803005045,64,37,27,0.578125,0.421875
"KEGG_LONG_TERM_DEPRESSION",0.03684,0.2593536,-0.361451376193733,-0.0327236621259888,43,24,19,0.558139534883721,0.441860465116279
"KEGG_CITRATE_CYCLE_TCA_CYCLE",0.04582,0.309238518518519,0.427110772734903,0.0141169350089068,29,9,20,0.310344827586207,0.689655172413793
"KEGG_WNT_SIGNALING_PATHWAY",0.04744,0.309238518518519,-0.20669590976644,-0.0200314994304788,121,66,55,0.545454545454545,0.454545454545455
"KEGG_BETA_ALANINE_METABOLISM",0.05486,0.332943448275862,0.518060984941092,0.0163342701341124,18,5,13,0.277777777777778,0.722222222222222
"KEGG_CALCIUM_SIGNALING_PATHWAY",0.05464,0.332943448275862,-0.215176417560714,-0.0220718237111848,104,61,43,0.586538461538462,0.413461538461538
"KEGG_ARGININE_AND_PROLINE_METABOLISM",0.06002,0.352117333333333,0.34586288028139,0.0178702917474458,39,9,30,0.230769230769231,0.769230769230769
"KEGG_ECM_RECEPTOR_INTERACTION",0.06506,0.369372903225807,-0.254105386548277,-0.00981576219103969,69,42,27,0.608695652173913,0.391304347826087
"KEGG_GLUTATHIONE_METABOLISM",0.07202,0.384106666666667,0.323830229415426,0.014415838568583,40,14,26,0.35,0.65
"KEGG_LONG_TERM_POTENTIATION",0.0711,0.384106666666667,-0.276909357642943,-0.0213310095536601,56,27,29,0.482142857142857,0.517857142857143
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",0.07512,0.388856470588235,-0.414270999529164,-0.0530770738692438,24,16,8,0.666666666666667,0.333333333333333
"KEGG_FATTY_ACID_METABOLISM",0.07894,0.396955428571429,0.348852243640387,0.0176382692367522,33,10,23,0.303030303030303,0.696969696969697
"KEGG_PROPANOATE_METABOLISM",0.08792,0.417305263157895,0.362272640294909,0.00382620783235211,29,6,23,0.206896551724138,0.793103448275862
"KEGG_INSULIN_SIGNALING_PATHWAY",0.0901,0.417305263157895,-0.178241219245712,-0.00723655626588377,119,58,61,0.487394957983193,0.512605042016807
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",0.08682,0.417305263157895,-0.264118045705694,-0.0159326294288867,55,32,23,0.581818181818182,0.418181818181818
"KEGG_PPAR_SIGNALING_PATHWAY",0.09624,0.427944,0.262041897211061,0.00848010337774349,52,19,33,0.365384615384615,0.634615384615385
"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",0.09726,0.427944,0.306542262382777,0.0171062381564876,38,18,20,0.473684210526316,0.526315789473684
"KEGG_LYSINE_DEGRADATION",0.10224,0.428853333333333,0.284441758559698,0.0195149905260267,43,13,30,0.302325581395349,0.697674418604651
