"","p.val","adj.p.val","test.statistic","fold.change","num.genes","num.genes.dn","num.genes.up","percentage.dn","percentage.up"
"KEGG_RIBOSOME",0,0,0.832716144537781,0.139548983890396,85,23,62,0.270588235294118,0.729411764705882
"KEGG_SPLICEOSOME",0,0,-0.67798579114065,-0.0287091223488776,124,82,42,0.661290322580645,0.338709677419355
"KEGG_LYSOSOME",0,0,0.866953306385143,0.109496517302219,110,31,79,0.281818181818182,0.718181818181818
"KEGG_GLUTATHIONE_METABOLISM",1e-04,0.004224,0.928722956941637,0.112898325367349,40,10,30,0.25,0.75
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.00012,0.004224,0.760726167439915,0.105804161567805,58,23,35,0.396551724137931,0.603448275862069
"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",0.00018,0.00528,1.34113075117131,0.176458653055088,18,2,16,0.111111111111111,0.888888888888889
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",0.00022,0.00553142857142857,1.22261892147165,0.143707464808216,20,5,15,0.25,0.75
"KEGG_OTHER_GLYCAN_DEGRADATION",0.00078,0.01716,1.28645771486048,0.143212306578423,15,0,15,0,1
"KEGG_BLADDER_CANCER",0.00108,0.02112,0.785324970202479,0.0889862678441885,40,9,31,0.225,0.775
"KEGG_ABC_TRANSPORTERS",0.00218,0.038368,0.845150446644777,0.116085067645993,30,8,22,0.266666666666667,0.733333333333333
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",0.0034,0.0398933333333333,0.808676742368229,0.0797382884285712,29,9,20,0.310344827586207,0.689655172413793
"KEGG_OXIDATIVE_PHOSPHORYLATION",0.00296,0.0398933333333333,0.441788827356999,0.0982905906442625,113,41,72,0.36283185840708,0.63716814159292
"KEGG_N_GLYCAN_BIOSYNTHESIS",0.00334,0.0398933333333333,0.656617506491625,0.0715371120025424,45,17,28,0.377777777777778,0.622222222222222
"KEGG_GLYCEROLIPID_METABOLISM",0.00332,0.0398933333333333,0.692953023954723,0.0915273734351166,40,15,25,0.375,0.625
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",0.003,0.0398933333333333,0.800358691252374,0.11826318073962,31,9,22,0.290322580645161,0.709677419354839
"KEGG_PYRIMIDINE_METABOLISM",0.0039,0.0429,0.479634334030163,0.0779597772217573,89,37,52,0.415730337078652,0.584269662921348
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES",0.00524,0.0542494117647059,0.840857165094772,0.0928722997855884,25,7,18,0.28,0.72
"KEGG_SPHINGOLIPID_METABOLISM",0.00628,0.0614044444444444,0.710437794289351,0.113816858234718,34,7,27,0.205882352941176,0.794117647058823
"KEGG_GALACTOSE_METABOLISM",0.00902,0.0835536842105263,0.850185176688776,0.066948831334026,21,8,13,0.380952380952381,0.619047619047619
"KEGG_BASAL_TRANSCRIPTION_FACTORS",0.0098,0.08624,-0.703497280014385,-0.0379671262895849,30,19,11,0.633333333333333,0.366666666666667
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",0.01036,0.0868266666666667,0.833809434165943,0.105706922790815,21,5,16,0.238095238095238,0.761904761904762
"KEGG_ARGININE_AND_PROLINE_METABOLISM",0.012,0.0899066666666667,0.602586355861518,0.0801577596915788,39,14,25,0.358974358974359,0.641025641025641
"KEGG_VEGF_SIGNALING_PATHWAY",0.01226,0.0899066666666667,0.507755644936196,0.0764291729342861,58,24,34,0.413793103448276,0.586206896551724
"KEGG_ALZHEIMERS_DISEASE",0.01168,0.0899066666666667,0.345983094493972,0.0731471363262162,144,58,86,0.402777777777778,0.597222222222222
"KEGG_HUNTINGTONS_DISEASE",0.01748,0.118326153846154,0.311999618578678,0.0661576050410635,159,70,89,0.440251572327044,0.559748427672956
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS",0.01744,0.118326153846154,0.515968301994333,0.0893619163744641,49,19,30,0.387755102040816,0.612244897959184
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",0.0194,0.126459259259259,0.707821176735981,0.0812183248940975,24,10,14,0.416666666666667,0.583333333333333
"KEGG_RNA_DEGRADATION",0.02218,0.130122666666667,-0.471733901442115,-0.0209120996348477,56,35,21,0.625,0.375
"KEGG_PPAR_SIGNALING_PATHWAY",0.02082,0.130122666666667,0.487693307899463,0.091905289080139,52,15,37,0.288461538461538,0.711538461538462
"KEGG_PEROXISOME",0.02164,0.130122666666667,0.432132856311441,0.0658832264684927,68,25,43,0.367647058823529,0.632352941176471
"KEGG_PURINE_METABOLISM",0.02324,0.131943225806452,0.319698951766483,0.053301991985156,137,60,77,0.437956204379562,0.562043795620438
"KEGG_NOTCH_SIGNALING_PATHWAY",0.02472,0.13596,0.538096679388902,0.0780225670769709,40,12,28,0.3,0.7
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450",0.02644,0.141013333333333,0.615999899078181,0.0988702712974805,29,11,18,0.379310344827586,0.620689655172414
"KEGG_CITRATE_CYCLE_TCA_CYCLE",0.03238,0.162825142857143,0.596448116018218,0.055569983589761,29,11,18,0.379310344827586,0.620689655172414
"KEGG_STEROID_BIOSYNTHESIS",0.03198,0.162825142857143,0.770270304055402,0.109261453710722,17,5,12,0.294117647058824,0.705882352941177
"KEGG_VIBRIO_CHOLERAE_INFECTION",0.03356,0.164071111111111,0.487839259741602,0.0542008994750608,45,18,27,0.4,0.6
"KEGG_ARACHIDONIC_ACID_METABOLISM",0.0401,0.185726315789474,0.62488006368324,0.085491239422254,24,9,15,0.375,0.625
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.03922,0.185726315789474,0.357710602931211,0.0472806324699713,83,33,50,0.397590361445783,0.602409638554217
"KEGG_RIBOFLAVIN_METABOLISM",0.0461,0.20284,0.787150173499675,0.0959414653950761,14,6,8,0.428571428571429,0.571428571428571
"KEGG_PARKINSONS_DISEASE",0.04524,0.20284,0.304852081560948,0.0781462800241829,112,43,69,0.383928571428571,0.616071428571429
"KEGG_AXON_GUIDANCE",0.05156,0.221330731707317,0.294561802239995,0.0497707089065168,114,48,66,0.421052631578947,0.578947368421053
"KEGG_TYROSINE_METABOLISM",0.05466,0.229051428571429,0.521458013456501,0.0556708996806713,31,12,19,0.387096774193548,0.612903225806452
"KEGG_RNA_POLYMERASE",0.07014,0.28056,0.511214139475332,0.0732797234665801,28,11,17,0.392857142857143,0.607142857142857
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.0687,0.28056,0.390901813835514,0.0763323162919068,51,18,33,0.352941176470588,0.647058823529412
"KEGG_PROTEASOME",0.0775,0.296521739130435,0.424079344103941,0.0736637382429904,40,14,26,0.35,0.65
"KEGG_ACUTE_MYELOID_LEUKEMIA",0.07596,0.296521739130435,0.372950696288944,0.0479793737006521,53,20,33,0.377358490566038,0.622641509433962
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",0.09758,0.353939591836735,0.533692001948326,0.0208851148067366,21,9,12,0.428571428571429,0.571428571428571
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",0.09684,0.353939591836735,0.680633125298282,0.100677631215458,13,5,8,0.384615384615385,0.615384615384615
"KEGG_PRIMARY_IMMUNODEFICIENCY",0.09854,0.353939591836735,0.474898268256289,0.053549467796646,27,12,15,0.444444444444444,0.555555555555556
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",0.10204,0.3591808,0.285573228833285,0.0418158757247304,82,34,48,0.414634146341463,0.585365853658537
"KEGG_SELENOAMINO_ACID_METABOLISM",0.1083,0.360966037735849,0.491040895259454,0.0502640739108037,24,8,16,0.333333333333333,0.666666666666667
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",0.1087,0.360966037735849,0.384273443747383,0.0648575342864985,40,15,25,0.375,0.625
"KEGG_INSULIN_SIGNALING_PATHWAY",0.10664,0.360966037735849,0.240943553300737,0.037907794048737,119,51,68,0.428571428571429,0.571428571428571
"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",0.11224,0.365819259259259,-0.390334083881628,-0.0342578881398509,38,23,15,0.605263157894737,0.394736842105263
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",0.12582,0.402624,0.317761220515367,0.0435908585248731,55,25,30,0.454545454545455,0.545454545454545
"KEGG_HISTIDINE_METABOLISM",0.12856,0.404045714285714,0.463171529234729,0.0729986845235169,24,10,14,0.416666666666667,0.583333333333333
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",0.13778,0.419514754098361,0.658148209006975,0.0748125494924353,11,4,7,0.363636363636364,0.636363636363636
"KEGG_INOSITOL_PHOSPHATE_METABOLISM",0.1437,0.419514754098361,0.314577529005978,0.0478710413278195,51,24,27,0.470588235294118,0.529411764705882
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.14458,0.419514754098361,0.619317661550568,0.0624606148977027,12,3,9,0.25,0.75
"KEGG_BUTANOATE_METABOLISM",0.13988,0.419514754098361,-0.436000079442214,-0.0253131740250444,26,18,8,0.692307692307692,0.307692307692308
"KEGG_CELL_ADHESION_MOLECULES_CAMS",0.1454,0.419514754098361,0.251106205369834,0.0585582752223495,86,38,48,0.441860465116279,0.558139534883721
"KEGG_STEROID_HORMONE_BIOSYNTHESIS",0.1607,0.428441791044776,0.466270020246831,0.0574206327457533,20,6,14,0.3,0.7
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",0.15152,0.428441791044776,0.445599071548207,0.0669384033267797,23,10,13,0.434782608695652,0.565217391304348
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",0.15988,0.428441791044776,0.575636001226807,0.119113201727089,13,4,9,0.307692307692308,0.692307692307692
"KEGG_ETHER_LIPID_METABOLISM",0.15354,0.428441791044776,0.484134630258611,0.122667635078967,19,8,11,0.421052631578947,0.578947368421053
"KEGG_FOCAL_ADHESION",0.1631,0.428441791044776,0.181829200003987,0.0342934710499106,172,73,99,0.424418604651163,0.575581395348837
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.15766,0.428441791044776,0.290103298410423,0.0484792762695973,57,24,33,0.421052631578947,0.578947368421053
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES",0.16632,0.430475294117647,0.58485061703211,0.0509928937523216,12,3,9,0.25,0.75
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",0.16904,0.431174492753623,0.260839156507096,0.0408914816375545,68,32,36,0.470588235294118,0.529411764705882
